
=================================================================
  InvoiceTriageEnv — REINFORCE Training
  Tasks: ['easy_approve_clean', 'easy_reject_no_po', 'easy_utilities_approve', 'easy_travel_approve', 'easy_missing_approval', 'medium_amount_mismatch', 'medium_duplicate_detection', 'medium_fx_currency_risk', 'medium_equipment_over_budget', 'medium_subscription_overbill', 'medium_split_invoice_abuse', 'hard_multi_issue_fraud', 'hard_suspicious_vendor', 'hard_ghost_vendor', 'hard_tax_fraud_pattern', 'hard_healthcare_complex']
  Episodes: 5000 | LR: 0.0003 | γ: 0.99
  Policy params: 366,602
=================================================================

  Ep    1/5000 | task=easy_approve_clean             | score=0.0001 | avg20=0.0001 | steps= 5 | loss=-0.1572
  Ep 2210/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2588 | steps= 3 | loss=-10.7754
  Ep 2220/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2241 | steps= 7 | loss=-2.3268
  Ep 2230/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1619 | steps= 4 | loss=-0.7942
  Ep 2240/5000 | task=hard_healthcare_complex        | score=0.1727 | avg20=0.2246 | steps=15 | loss=0.1687
  Ep 2250/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.2401 | steps= 5 | loss=-0.4487
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2250.pt
  Ep 2260/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.2378 | steps= 5 | loss=-0.8506
  Ep 2270/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2438 | steps= 5 | loss=-6.4239
  Ep 2280/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2787 | steps= 5 | loss=0.4144
  Ep 2290/5000 | task=easy_reject_no_po              | score=0.0429 | avg20=0.2511 | steps= 6 | loss=0.7844
  Ep 2300/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2442 | steps=17 | loss=0.6167
  Ep 2310/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.3096 | steps= 4 | loss=-1.1913
  Ep 2320/5000 | task=hard_healthcare_complex        | score=0.2455 | avg20=0.3197 | steps= 7 | loss=-2.4318
  Ep 2330/5000 | task=medium_subscription_overbill   | score=0.7875 | avg20=0.3128 | steps=15 | loss=2.8297
  Ep 2340/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2567 | steps= 4 | loss=-0.4203
  Ep 2350/5000 | task=hard_ghost_vendor              | score=0.3920 | avg20=0.2018 | steps= 6 | loss=-5.0049
  Ep 2360/5000 | task=medium_fx_currency_risk        | score=0.2125 | avg20=0.2811 | steps= 9 | loss=0.0220
  Ep 2370/5000 | task=easy_reject_no_po              | score=0.7714 | avg20=0.3309 | steps= 5 | loss=-0.6037
  Ep 2380/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2387 | steps=12 | loss=0.6010
  Ep 2390/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2533 | steps= 4 | loss=-0.9205
  Ep 2400/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.2900 | steps= 6 | loss=-1.0817
  Ep 2410/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.2731 | steps= 6 | loss=-5.0778
  Ep 2420/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2563 | steps= 4 | loss=-0.0518
  Ep 2430/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2205 | steps= 5 | loss=-7.3863
  Ep 2440/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2776 | steps= 5 | loss=2.9826
  Ep 2450/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2399 | steps= 9 | loss=0.8600
  Ep 2460/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1800 | steps=10 | loss=-1.0172
  Ep 2470/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1943 | steps= 4 | loss=-0.9934
  Ep 2480/5000 | task=hard_healthcare_complex        | score=0.2182 | avg20=0.2219 | steps=10 | loss=-0.1041
  Ep 2490/5000 | task=medium_subscription_overbill   | score=0.2000 | avg20=0.2542 | steps=10 | loss=1.6439
  Ep 2500/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2112 | steps= 5 | loss=-0.2635
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2500.pt
  Ep 2510/5000 | task=hard_ghost_vendor              | score=0.2960 | avg20=0.1631 | steps= 9 | loss=-0.5081
  Ep 2520/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2369 | steps= 5 | loss=1.2039
  Ep 2530/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.2695 | steps= 4 | loss=-4.5555
  Ep 2540/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2577 | steps= 5 | loss=-12.6594
  Ep 2550/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2345 | steps=10 | loss=5.0587
  Ep 2560/5000 | task=hard_healthcare_complex        | score=0.2000 | avg20=0.1817 | steps=12 | loss=0.9813
  Ep 2570/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.2737 | steps= 5 | loss=-2.9186
  Ep 2580/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.3111 | steps= 4 | loss=-0.1532
  Ep 2590/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1970 | steps= 5 | loss=-7.3343
  Ep 2600/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2544 | steps= 7 | loss=7.7914
  Ep 2610/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.2314 | steps= 5 | loss=-2.5864
  Ep 2620/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2334 | steps=10 | loss=0.9354
  Ep 2630/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2765 | steps= 4 | loss=-0.0879
  Ep 2640/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1605 | steps= 6 | loss=-1.7034
  Ep 2650/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.1908 | steps= 6 | loss=-5.5878
  Ep 2660/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1957 | steps= 4 | loss=0.5481
  Ep 2670/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.1422 | steps= 5 | loss=-8.4046
  Ep 2680/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.2167 | steps= 7 | loss=-2.0256
  Ep 2690/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.2921 | steps= 4 | loss=-2.3149
  Ep 2700/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3969 | steps=12 | loss=0.7578
  Ep 2710/5000 | task=medium_amount_mismatch         | score=0.1500 | avg20=0.4044 | steps=12 | loss=-2.2792
  Ep 2720/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.2441 | steps= 9 | loss=0.5086
  Ep 2730/5000 | task=medium_subscription_overbill   | score=0.8750 | avg20=0.2495 | steps= 6 | loss=-3.5605
  Ep 2740/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2883 | steps= 5 | loss=-0.4991
  Ep 2750/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2541 | steps= 7 | loss=-1.1020
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2750.pt
  Ep 2760/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.2529 | steps= 6 | loss=-4.1432
  Ep 2770/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.1925 | steps= 4 | loss=-4.5990
  Ep 2780/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1970 | steps=13 | loss=0.1256
  Ep 2790/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1844 | steps=11 | loss=1.2270
  Ep 2800/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.2027 | steps= 9 | loss=-1.1283
  Ep 2810/5000 | task=medium_subscription_overbill   | score=0.1500 | avg20=0.2201 | steps=15 | loss=-0.6599
  Ep 2820/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1671 | steps= 4 | loss=-0.0092
  Ep 2830/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2275 | steps=16 | loss=2.7331
  Ep 2840/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.2623 | steps= 6 | loss=-1.3114
  Ep 2850/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2113 | steps= 3 | loss=-15.7317
  Ep 2860/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1937 | steps=20 | loss=0.0699
  Ep 2870/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1744 | steps= 6 | loss=1.5880
  Ep 2880/5000 | task=hard_healthcare_complex        | score=0.1727 | avg20=0.2439 | steps=16 | loss=-0.2526
  Ep 2890/5000 | task=medium_subscription_overbill   | score=0.1875 | avg20=0.3657 | steps=11 | loss=0.7383
  Ep 2900/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2369 | steps= 4 | loss=0.1811
  Ep 2910/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1402 | steps=13 | loss=3.5121
  Ep 2920/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2548 | steps= 5 | loss=-1.9212
  Ep 2930/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.2098 | steps= 8 | loss=2.7186
  Ep 2940/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0976 | steps= 5 | loss=-10.0841
  Ep 2950/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1811 | steps= 4 | loss=-0.1003
  Ep 2960/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1957 | steps= 6 | loss=-2.3241
  Ep 2970/5000 | task=medium_subscription_overbill   | score=0.2125 | avg20=0.2120 | steps= 9 | loss=2.2579
  Ep 2980/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2555 | steps= 4 | loss=-0.3136
  Ep 2990/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1809 | steps= 6 | loss=-5.7420
  Ep 3000/5000 | task=medium_fx_currency_risk        | score=0.8500 | avg20=0.1820 | steps= 8 | loss=-0.8830
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3000.pt
  Ep 3010/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.2393 | steps= 4 | loss=-2.2019
  Ep 3020/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2047 | steps= 6 | loss=-6.4026
  Ep 3030/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2540 | steps= 4 | loss=-1.4913
  Ep 3040/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2123 | steps=20 | loss=-0.6082
  Ep 3050/5000 | task=medium_subscription_overbill   | score=0.1625 | avg20=0.1631 | steps=13 | loss=1.3714
  Ep 3060/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2675 | steps= 4 | loss=-0.1639
  Ep 3070/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2871 | steps= 9 | loss=0.7682
  Ep 3080/5000 | task=medium_fx_currency_risk        | score=0.1875 | avg20=0.2370 | steps=12 | loss=0.7037
  Ep 3090/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2157 | steps= 3 | loss=-17.1603
  Ep 3100/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2268 | steps=13 | loss=1.7147
  Ep 3110/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2612 | steps= 5 | loss=0.3369
  Ep 3120/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.2126 | steps= 9 | loss=-1.6767
  Ep 3130/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2727 | steps= 8 | loss=-0.8382
  Ep 3140/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.3281 | steps= 5 | loss=-0.2251
  Ep 3150/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2190 | steps= 6 | loss=-11.3604
  Ep 3160/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.2262 | steps= 7 | loss=-3.6962
  Ep 3170/5000 | task=easy_reject_no_po              | score=0.7143 | avg20=0.2929 | steps= 9 | loss=2.0323
  Ep 3180/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3100 | steps= 5 | loss=-12.3113
  Ep 3190/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2411 | steps=13 | loss=2.1642
  Ep 3200/5000 | task=hard_healthcare_complex        | score=0.1909 | avg20=0.1586 | steps=13 | loss=0.3001
  Ep 3210/5000 | task=medium_subscription_overbill   | score=0.2000 | avg20=0.1708 | steps=11 | loss=-1.7405
  Ep 3220/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1640 | steps= 4 | loss=-0.0347
  Ep 3230/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1498 | steps= 7 | loss=-2.0581
  Ep 3240/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.2563 | steps= 7 | loss=-3.9946
  Ep 3250/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.2551 | steps= 8 | loss=-0.0069
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3250.pt
  Ep 3260/5000 | task=hard_multi_issue_fraud         | score=0.0065 | avg20=0.2321 | steps=18 | loss=-1.2070
  Ep 3270/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1619 | steps= 5 | loss=0.3001
  Ep 3280/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0858 | steps= 6 | loss=-3.4207
  Ep 3290/5000 | task=medium_subscription_overbill   | score=0.8500 | avg20=0.2240 | steps= 8 | loss=2.5733
  Ep 3300/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2750 | steps= 4 | loss=0.0446
  Ep 3310/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1764 | steps=12 | loss=7.6709
  Ep 3320/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2096 | steps= 5 | loss=0.1905
  Ep 3330/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2098 | steps= 4 | loss=-18.0460
  Ep 3340/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1755 | steps=12 | loss=2.0805
  Ep 3350/5000 | task=medium_amount_mismatch         | score=0.5750 | avg20=0.2660 | steps= 6 | loss=2.2688
  Ep 3360/5000 | task=hard_healthcare_complex        | score=0.2000 | avg20=0.2618 | steps=12 | loss=0.8231
  Ep 3370/5000 | task=medium_subscription_overbill   | score=0.8375 | avg20=0.2346 | steps= 9 | loss=4.1862
  Ep 3380/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2126 | steps= 4 | loss=-0.1111
  Ep 3390/5000 | task=hard_ghost_vendor              | score=0.1920 | avg20=0.1412 | steps=13 | loss=5.2368
  Ep 3400/5000 | task=medium_fx_currency_risk        | score=0.2000 | avg20=0.1791 | steps=11 | loss=0.5296
  Ep 3410/5000 | task=easy_reject_no_po              | score=0.0429 | avg20=0.2037 | steps= 6 | loss=-0.1983
  Ep 3420/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2742 | steps= 9 | loss=-1.4880
  Ep 3430/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.3648 | steps= 4 | loss=0.3211
  Ep 3440/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2990 | steps= 5 | loss=-9.1215
  Ep 3450/5000 | task=medium_subscription_overbill   | score=0.2125 | avg20=0.2394 | steps= 9 | loss=1.7737
  Ep 3460/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2450 | steps= 4 | loss=-0.0550
  Ep 3470/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2183 | steps= 9 | loss=0.4102
  Ep 3480/5000 | task=medium_fx_currency_risk        | score=0.5875 | avg20=0.1949 | steps= 5 | loss=-2.3359
  Ep 3490/5000 | task=easy_reject_no_po              | score=0.7429 | avg20=0.2975 | steps= 6 | loss=0.5109
  Ep 3500/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2443 | steps=17 | loss=-0.0662
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3500.pt
  Ep 3510/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2072 | steps= 4 | loss=-1.1073
  Ep 3520/5000 | task=hard_healthcare_complex        | score=0.1636 | avg20=0.2724 | steps=17 | loss=0.3687
  Ep 3530/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.1851 | steps= 7 | loss=-0.9905
  Ep 3540/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.1680 | steps= 5 | loss=-0.6287
  Ep 3550/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1595 | steps= 7 | loss=-2.5512
  Ep 3560/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.0826 | steps= 6 | loss=-3.3390
  Ep 3570/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.1458 | steps= 4 | loss=-6.7265
  Ep 3580/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2203 | steps=13 | loss=0.3527
  Ep 3590/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2178 | steps=10 | loss=3.0509
  Ep 3600/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.1762 | steps= 5 | loss=-8.9192
  Ep 3610/5000 | task=medium_subscription_overbill   | score=0.8750 | avg20=0.2064 | steps= 6 | loss=-2.3115
  Ep 3620/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.3209 | steps= 4 | loss=-0.2246
  Ep 3630/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1982 | steps= 8 | loss=-1.8363
  Ep 3640/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.1778 | steps= 6 | loss=-6.5926
  Ep 3650/5000 | task=easy_reject_no_po              | score=0.5571 | avg20=0.3377 | steps=10 | loss=6.1631
  Ep 3660/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3146 | steps= 6 | loss=-12.5824
  Ep 3670/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2740 | steps= 4 | loss=-0.9305
  Ep 3680/5000 | task=hard_healthcare_complex        | score=0.1545 | avg20=0.2832 | steps=18 | loss=-0.3723
  Ep 3690/5000 | task=medium_subscription_overbill   | score=0.2500 | avg20=0.3070 | steps= 6 | loss=-8.2461
  Ep 3700/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.2398 | steps= 5 | loss=-0.2354
  Ep 3710/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1882 | steps= 6 | loss=-11.0271
  Ep 3720/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.1999 | steps= 7 | loss=-3.8817
  Ep 3730/5000 | task=easy_reject_no_po              | score=0.7571 | avg20=0.1981 | steps= 6 | loss=3.1712
  Ep 3740/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3344 | steps=13 | loss=1.7739
  Ep 3750/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.3393 | steps= 4 | loss=-0.8416
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3750.pt
  Ep 3760/5000 | task=hard_healthcare_complex        | score=0.2000 | avg20=0.2622 | steps=14 | loss=-1.1344
  Ep 3770/5000 | task=medium_subscription_overbill   | score=0.2000 | avg20=0.2979 | steps=11 | loss=-0.4729
  Ep 3780/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2500 | steps= 4 | loss=-0.4089
  Ep 3790/5000 | task=hard_ghost_vendor              | score=0.2880 | avg20=0.1397 | steps=15 | loss=1.6072
  Ep 3800/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.1991 | steps= 7 | loss=-3.0052
  Ep 3810/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.2373 | steps= 8 | loss=1.3329
  Ep 3820/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1865 | steps= 6 | loss=-8.4154
  Ep 3830/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2237 | steps= 4 | loss=-0.6550
  Ep 3840/5000 | task=hard_healthcare_complex        | score=0.6455 | avg20=0.2132 | steps=14 | loss=2.8492
  Ep 3850/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1999 | steps= 5 | loss=-3.8746
  Ep 3860/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2462 | steps= 4 | loss=-0.2321
  Ep 3870/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2799 | steps=10 | loss=1.5236
  Ep 3880/5000 | task=medium_fx_currency_risk        | score=0.2125 | avg20=0.1943 | steps= 9 | loss=0.1921
  Ep 3890/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.1784 | steps= 5 | loss=-0.6537
  Ep 3900/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2114 | steps= 8 | loss=-3.6091
  Ep 3910/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1260 | steps= 4 | loss=-0.8472
  Ep 3920/5000 | task=hard_healthcare_complex        | score=0.2182 | avg20=0.1444 | steps=10 | loss=1.9613
  Ep 3930/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2368 | steps= 8 | loss=2.5820
  Ep 3940/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1780 | steps= 5 | loss=-0.4421
  Ep 3950/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1267 | steps=10 | loss=0.9097
  Ep 3960/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.2409 | steps= 7 | loss=-4.0378
  Ep 3970/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.2417 | steps= 5 | loss=0.0468
  Ep 3980/5000 | task=hard_multi_issue_fraud         | score=0.2516 | avg20=0.2594 | steps= 7 | loss=-3.4978
  Ep 3990/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.3305 | steps= 6 | loss=0.3582
  Ep 4000/5000 | task=hard_healthcare_complex        | score=0.2364 | avg20=0.2859 | steps=10 | loss=0.3076
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4000.pt
  Ep 4010/5000 | task=medium_subscription_overbill   | score=0.2000 | avg20=0.2387 | steps=11 | loss=4.4916
  Ep 4020/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2938 | steps= 4 | loss=-0.1908
  Ep 4030/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2488 | steps= 5 | loss=-14.4284
  Ep 4040/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.2096 | steps= 6 | loss=-6.8896
  Ep 4050/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2656 | steps= 8 | loss=3.4123
  Ep 4060/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2351 | steps= 6 | loss=-11.7445
  Ep 4070/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1982 | steps= 5 | loss=1.1856
  Ep 4080/5000 | task=hard_healthcare_complex        | score=0.0273 | avg20=0.1247 | steps= 8 | loss=4.3130
  Ep 4090/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.1629 | steps= 8 | loss=0.9937
  Ep 4100/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.2659 | steps= 5 | loss=-0.5805
  Ep 4110/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1972 | steps=11 | loss=3.8225
  Ep 4120/5000 | task=medium_fx_currency_risk        | score=0.2125 | avg20=0.2025 | steps=11 | loss=0.8107
  Ep 4130/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.3005 | steps= 3 | loss=2.1742
  Ep 4140/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.3008 | steps= 5 | loss=-14.6975
  Ep 4150/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.3171 | steps= 4 | loss=-1.0175
  Ep 4160/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.2222 | steps= 6 | loss=-2.0694
  Ep 4170/5000 | task=medium_subscription_overbill   | score=0.5875 | avg20=0.2509 | steps= 5 | loss=-0.2441
  Ep 4180/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.3189 | steps= 6 | loss=-0.7408
  Ep 4190/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1742 | steps= 8 | loss=-0.0403
  Ep 4200/5000 | task=medium_fx_currency_risk        | score=0.8750 | avg20=0.1995 | steps= 6 | loss=-3.8205
  Ep 4210/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2919 | steps= 6 | loss=10.9211
  Ep 4220/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2629 | steps= 9 | loss=-1.3252
  Ep 4230/5000 | task=medium_amount_mismatch         | score=0.5625 | avg20=0.2457 | steps= 7 | loss=3.5725
  Ep 4240/5000 | task=hard_healthcare_complex        | score=0.1909 | avg20=0.1730 | steps=13 | loss=2.0486
  Ep 4250/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.1633 | steps= 7 | loss=-2.2004
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4250.pt
  Ep 4260/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2809 | steps= 5 | loss=-0.4717
  Ep 4270/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.3506 | steps=15 | loss=2.9634
  Ep 4280/5000 | task=medium_fx_currency_risk        | score=0.2000 | avg20=0.2964 | steps=11 | loss=1.5618
  Ep 4290/5000 | task=easy_reject_no_po              | score=0.0143 | avg20=0.2034 | steps= 7 | loss=0.3538
  Ep 4300/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2796 | steps= 5 | loss=-21.7138
  Ep 4310/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.3115 | steps= 4 | loss=-0.2990
  Ep 4320/5000 | task=hard_healthcare_complex        | score=0.6364 | avg20=0.3109 | steps=14 | loss=1.8767
  Ep 4330/5000 | task=medium_subscription_overbill   | score=0.8500 | avg20=0.2577 | steps= 8 | loss=1.2393
  Ep 4340/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.0976 | steps= 6 | loss=-0.7387
  Ep 4350/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1548 | steps= 6 | loss=-13.4386
  Ep 4360/5000 | task=medium_fx_currency_risk        | score=0.2375 | avg20=0.2225 | steps= 7 | loss=-4.1371
  Ep 4370/5000 | task=easy_reject_no_po              | score=0.7714 | avg20=0.2351 | steps= 5 | loss=-1.0614
  Ep 4380/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2417 | steps=11 | loss=2.3834
  Ep 4390/5000 | task=medium_amount_mismatch         | score=0.2000 | avg20=0.2516 | steps= 8 | loss=-0.7192
  Ep 4400/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.2625 | steps= 9 | loss=-1.3061
  Ep 4410/5000 | task=medium_subscription_overbill   | score=0.2125 | avg20=0.2093 | steps= 9 | loss=0.6153
  Ep 4420/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2887 | steps= 4 | loss=-0.1426
  Ep 4430/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.3113 | steps= 6 | loss=-6.0525
  Ep 4440/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.2024 | steps= 5 | loss=-1.5339
