
=================================================================
  InvoiceTriageEnv — REINFORCE Training
  Tasks: ['easy_approve_clean', 'easy_reject_no_po', 'easy_utilities_approve', 'easy_travel_approve', 'easy_missing_approval', 'medium_amount_mismatch', 'medium_duplicate_detection', 'medium_fx_currency_risk', 'medium_equipment_over_budget', 'medium_subscription_overbill', 'medium_split_invoice_abuse', 'hard_multi_issue_fraud', 'hard_suspicious_vendor', 'hard_ghost_vendor', 'hard_tax_fraud_pattern', 'hard_healthcare_complex']
  Episodes: 5000 | LR: 0.0003 | γ: 0.99
  Policy params: 366,602
=================================================================

  Ep    1/5000 | task=easy_approve_clean             | score=0.7692 | avg20=0.7692 | steps= 4 | loss=-0.2513
  Ep 2230/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1853 | steps= 4 | loss=0.0048
  Ep 2240/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.4047
  Ep 2250/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0727 | steps=15 | loss=-0.3889
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2250.pt
  Ep 2260/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1268 | steps= 5 | loss=0.0072
  Ep 2270/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0561 | steps=20 | loss=-0.4645
  Ep 2280/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1192 | steps=15 | loss=0.0889
  Ep 2290/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1367 | steps= 3 | loss=-0.1341
  Ep 2300/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0822 | steps=20 | loss=-0.4954
  Ep 2310/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1824 | steps= 4 | loss=0.0959
  Ep 2320/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1196 | steps=20 | loss=-0.4316
  Ep 2330/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0745 | steps=15 | loss=0.1811
  Ep 2340/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1776 | steps= 4 | loss=-0.0219
  Ep 2350/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1050 | steps=20 | loss=-0.3133
  Ep 2360/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1050 | steps=15 | loss=0.3085
  Ep 2370/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1610 | steps= 3 | loss=-0.5753
  Ep 2380/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0884 | steps=20 | loss=0.0029
  Ep 2390/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1530 | steps= 4 | loss=-0.6329
  Ep 2400/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1360
  Ep 2410/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0588 | steps=15 | loss=-0.0939
  Ep 2420/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.0974 | steps= 4 | loss=0.1610
  Ep 2430/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0405 | steps=20 | loss=-0.0682
  Ep 2440/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1020 | steps=15 | loss=-0.0357
  Ep 2450/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1488 | steps= 3 | loss=-0.4816
  Ep 2460/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0469 | steps=20 | loss=-0.0225
  Ep 2470/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.0884 | steps= 4 | loss=-0.4264
  Ep 2480/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0902 | steps=20 | loss=0.0062
  Ep 2490/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1038 | steps=15 | loss=-0.4205
  Ep 2500/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1902 | steps= 4 | loss=-0.1001
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2500.pt
  Ep 2510/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.2801
  Ep 2520/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0176 | steps=15 | loss=-0.1170
  Ep 2530/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.0352 | steps= 3 | loss=-0.4684
  Ep 2540/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0822 | steps=20 | loss=-0.5952
  Ep 2550/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1762 | steps= 4 | loss=-0.0240
  Ep 2560/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1134 | steps=20 | loss=-0.2411
  Ep 2570/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=0.3414
  Ep 2580/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1749 | steps= 4 | loss=-0.1503
  Ep 2590/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.4339
  Ep 2600/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1130 | steps=15 | loss=0.1296
  Ep 2610/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1533 | steps= 3 | loss=0.4379
  Ep 2620/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1050 | steps=20 | loss=-0.0463
  Ep 2630/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1311 | steps= 4 | loss=-0.2708
  Ep 2640/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0683 | steps=20 | loss=-0.2299
  Ep 2650/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.0811
  Ep 2660/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1805 | steps= 4 | loss=-0.1924
  Ep 2670/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1295 | steps=20 | loss=-0.2349
  Ep 2680/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1501 | steps=15 | loss=-0.0474
  Ep 2690/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1674 | steps= 3 | loss=-0.3009
  Ep 2700/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1115 | steps=20 | loss=-0.2710
  Ep 2710/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1439 | steps= 4 | loss=-0.1752
  Ep 2720/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0811 | steps=20 | loss=-0.2587
  Ep 2730/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1050 | steps=15 | loss=-0.0285
  Ep 2740/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1838 | steps= 4 | loss=0.0979
  Ep 2750/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0807 | steps=20 | loss=-0.2813
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep2750.pt
  Ep 2760/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0884 | steps=15 | loss=0.6191
  Ep 2770/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1059 | steps= 3 | loss=-0.5314
  Ep 2780/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0499 | steps=20 | loss=-0.3486
  Ep 2790/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1145 | steps= 5 | loss=0.4198
  Ep 2800/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0840 | steps=20 | loss=-0.3498
  Ep 2810/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1485 | steps=15 | loss=0.0149
  Ep 2820/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2516 | steps= 4 | loss=-0.0329
  Ep 2830/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1050 | steps=20 | loss=-0.2940
  Ep 2840/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0342 | steps=15 | loss=0.2970
  Ep 2850/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.0902 | steps= 3 | loss=-0.5072
  Ep 2860/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1501 | steps=20 | loss=-0.1758
  Ep 2870/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2070 | steps= 4 | loss=-0.1774
  Ep 2880/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1148 | steps=20 | loss=-0.3061
  Ep 2890/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1079 | steps=15 | loss=-0.2591
  Ep 2900/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2251 | steps= 4 | loss=0.1320
  Ep 2910/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1192 | steps=20 | loss=-0.1394
  Ep 2920/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1116 | steps=15 | loss=-0.3233
  Ep 2930/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1676 | steps= 3 | loss=0.2696
  Ep 2940/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.4145
  Ep 2950/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1747 | steps= 4 | loss=-0.3128
  Ep 2960/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1442 | steps=20 | loss=-0.0923
  Ep 2970/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1501 | steps=15 | loss=-0.1934
  Ep 2980/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2304 | steps= 4 | loss=0.0103
  Ep 2990/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0822 | steps=20 | loss=-0.1835
  Ep 3000/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.2498
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3000.pt
  Ep 3010/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1298 | steps= 3 | loss=-0.1897
  Ep 3020/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1122 | steps=20 | loss=-0.3584
  Ep 3030/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1413 | steps= 4 | loss=-0.0926
  Ep 3040/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0785 | steps=20 | loss=-0.2212
  Ep 3050/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0854 | steps=15 | loss=-0.1893
  Ep 3060/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1849 | steps= 4 | loss=-0.2677
  Ep 3070/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1308 | steps=20 | loss=-0.1866
  Ep 3080/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1314 | steps=15 | loss=-0.0570
  Ep 3090/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1580 | steps= 3 | loss=-0.2680
  Ep 3100/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.0891
  Ep 3110/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1824 | steps= 4 | loss=-0.2904
  Ep 3120/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1196 | steps=20 | loss=-0.1933
  Ep 3130/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0994 | steps=15 | loss=-0.1742
  Ep 3140/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2182 | steps= 4 | loss=-0.0144
  Ep 3150/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.1421
  Ep 3160/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.1759
  Ep 3170/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1444 | steps= 3 | loss=-0.0170
  Ep 3180/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.4075
  Ep 3190/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1500 | steps= 4 | loss=-0.1622
  Ep 3200/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1195 | steps=20 | loss=-0.2000
  Ep 3210/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1115 | steps=15 | loss=-0.3286
  Ep 3220/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1761 | steps= 4 | loss=-0.0061
  Ep 3230/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0665 | steps=20 | loss=-0.1184
  Ep 3240/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1102 | steps=15 | loss=-0.1325
  Ep 3250/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1662 | steps= 3 | loss=0.1652
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3250.pt
  Ep 3260/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1130 | steps=20 | loss=-0.2762
  Ep 3270/5000 | task=medium_amount_mismatch         | score=0.5625 | avg20=0.1350 | steps= 5 | loss=0.2281
  Ep 3280/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0799 | steps=20 | loss=-0.2140
  Ep 3290/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.2941
  Ep 3300/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1915 | steps= 4 | loss=0.1788
  Ep 3310/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1050 | steps=20 | loss=-0.3237
  Ep 3320/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0665 | steps=15 | loss=0.1482
  Ep 3330/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1068 | steps= 3 | loss=1.0389
  Ep 3340/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0944 | steps=20 | loss=-0.3754
  Ep 3350/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.0702 | steps= 4 | loss=-0.1279
  Ep 3360/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0180 | steps=20 | loss=-0.3153
  Ep 3370/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0415 | steps=15 | loss=-0.1360
  Ep 3380/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1838 | steps= 5 | loss=-0.4486
  Ep 3390/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1443 | steps=20 | loss=-0.2723
  Ep 3400/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.2143
  Ep 3410/5000 | task=easy_reject_no_po              | score=0.7857 | avg20=0.1618 | steps= 4 | loss=0.6898
  Ep 3420/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1736 | steps=20 | loss=-0.3792
  Ep 3430/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1739 | steps= 4 | loss=0.0287
  Ep 3440/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0817 | steps=20 | loss=-0.2202
  Ep 3450/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1424 | steps=15 | loss=-0.2119
  Ep 3460/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2611 | steps= 4 | loss=0.3349
  Ep 3470/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.0050
  Ep 3480/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.2357
  Ep 3490/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1382 | steps= 3 | loss=-0.1075
  Ep 3500/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1053 | steps=20 | loss=-0.0608
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3500.pt
  Ep 3510/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1699 | steps= 4 | loss=-0.2643
  Ep 3520/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1353
  Ep 3530/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0748 | steps=15 | loss=-0.1089
  Ep 3540/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1936 | steps= 4 | loss=-0.2258
  Ep 3550/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1501 | steps=20 | loss=-0.1288
  Ep 3560/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0793 | steps=15 | loss=-0.0932
  Ep 3570/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.0887 | steps= 3 | loss=-0.0949
  Ep 3580/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0711 | steps=20 | loss=-0.2304
  Ep 3590/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1530 | steps= 5 | loss=-0.1237
  Ep 3600/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1594
  Ep 3610/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1058 | steps=15 | loss=-0.1826
  Ep 3620/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1600 | steps= 4 | loss=-0.0787
  Ep 3630/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0561 | steps=20 | loss=-0.2228
  Ep 3640/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1207 | steps=15 | loss=-0.0808
  Ep 3650/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1767 | steps= 3 | loss=-0.1137
  Ep 3660/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.1410
  Ep 3670/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1530 | steps= 4 | loss=-0.2397
  Ep 3680/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0902 | steps=20 | loss=-0.2082
  Ep 3690/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.1298
  Ep 3700/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1364 | steps= 4 | loss=-0.2764
  Ep 3710/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0499 | steps=20 | loss=-0.0687
  Ep 3720/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1050 | steps=15 | loss=-0.2571
  Ep 3730/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1610 | steps= 3 | loss=-0.1750
  Ep 3740/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1130 | steps=20 | loss=-0.1519
  Ep 3750/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1913 | steps= 4 | loss=-0.4014
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep3750.pt
  Ep 3760/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1362 | steps=20 | loss=-0.0923
  Ep 3770/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.2662
  Ep 3780/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1687 | steps= 5 | loss=-0.3793
  Ep 3790/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1116 | steps=20 | loss=-0.2625
  Ep 3800/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1093 | steps=15 | loss=-0.3098
  Ep 3810/5000 | task=easy_reject_no_po              | score=0.0429 | avg20=0.1223 | steps= 5 | loss=0.1149
  Ep 3820/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0748 | steps=20 | loss=-0.1827
  Ep 3830/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.0884 | steps= 4 | loss=-0.2180
  Ep 3840/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0579 | steps=20 | loss=-0.1786
  Ep 3850/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1130 | steps=15 | loss=-0.1033
  Ep 3860/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1995 | steps= 6 | loss=-0.7795
  Ep 3870/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1178 | steps=20 | loss=-0.0262
  Ep 3880/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0793 | steps=15 | loss=-0.1983
  Ep 3890/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.0887 | steps= 3 | loss=0.8735
  Ep 3900/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1034 | steps=20 | loss=-0.1623
  Ep 3910/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1853 | steps= 4 | loss=-0.2393
  Ep 3920/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1673
  Ep 3930/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1176 | steps=15 | loss=-0.1212
  Ep 3940/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2207 | steps= 4 | loss=-0.1975
  Ep 3950/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1331 | steps=20 | loss=-0.2352
  Ep 3960/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1488 | steps=15 | loss=-0.2341
  Ep 3970/5000 | task=easy_reject_no_po              | score=0.2857 | avg20=0.1652 | steps= 4 | loss=-0.8800
  Ep 3980/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0770 | steps=20 | loss=-0.1225
  Ep 3990/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1145 | steps= 4 | loss=-0.1591
  Ep 4000/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0840 | steps=20 | loss=-0.1464
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4000.pt
  Ep 4010/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1343 | steps=15 | loss=-0.2557
  Ep 4020/5000 | task=easy_travel_approve            | score=0.4923 | avg20=0.2333 | steps= 5 | loss=-0.6793
  Ep 4030/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1008 | steps=20 | loss=-0.1356
  Ep 4040/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1207 | steps=15 | loss=-0.2403
  Ep 4050/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.1261 | steps= 4 | loss=0.9005
  Ep 4060/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0701 | steps=20 | loss=-0.1257
  Ep 4070/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1762 | steps= 4 | loss=-0.3621
  Ep 4080/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1134 | steps=20 | loss=-0.1122
  Ep 4090/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1130 | steps=15 | loss=-0.2384
  Ep 4100/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1902 | steps= 4 | loss=-0.2528
  Ep 4110/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0792 | steps=20 | loss=-0.1888
  Ep 4120/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0642 | steps=15 | loss=-0.2217
  Ep 4130/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.0968 | steps= 3 | loss=-0.1008
  Ep 4140/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0650 | steps=20 | loss=-0.1595
  Ep 4150/5000 | task=medium_amount_mismatch         | score=0.5625 | avg20=0.1691 | steps= 5 | loss=0.2692
  Ep 4160/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1386 | steps=20 | loss=-0.1440
  Ep 4170/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.1804
  Ep 4180/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1749 | steps= 4 | loss=-0.1448
  Ep 4190/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1178 | steps=20 | loss=-0.1117
  Ep 4200/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1501 | steps=15 | loss=-0.2553
  Ep 4210/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1382 | steps= 3 | loss=-0.3478
  Ep 4220/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0822 | steps=20 | loss=-0.0580
  Ep 4230/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1853 | steps= 5 | loss=0.2617
  Ep 4240/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1708
  Ep 4250/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1193 | steps=15 | loss=-0.1966
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4250.pt
  Ep 4260/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2380 | steps= 4 | loss=-0.1108
  Ep 4270/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.2845
  Ep 4280/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0884 | steps=15 | loss=0.0190
  Ep 4290/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.0902 | steps= 4 | loss=-0.1782
  Ep 4300/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0019 | steps=20 | loss=-0.2521
  Ep 4310/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.0881 | steps= 4 | loss=-0.0460
  Ep 4320/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0899 | steps=20 | loss=-0.1834
  Ep 4330/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0469 | steps=15 | loss=-0.2279
  Ep 4340/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1641 | steps= 4 | loss=-0.1528
  Ep 4350/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1192 | steps=20 | loss=-0.1697
  Ep 4360/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1085 | steps=15 | loss=-0.2257
  Ep 4370/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1488 | steps= 4 | loss=0.2740
  Ep 4380/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1050 | steps=20 | loss=-0.1248
  Ep 4390/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.1913 | steps= 4 | loss=-0.4193
  Ep 4400/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1285 | steps=20 | loss=-0.1723
  Ep 4410/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0265 | steps=15 | loss=-0.1801
  Ep 4420/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1362 | steps= 4 | loss=-0.1991
  Ep 4430/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1116 | steps=20 | loss=-0.2152
  Ep 4440/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0665 | steps=15 | loss=-0.2264
  Ep 4450/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.0840 | steps= 3 | loss=-0.2285
  Ep 4460/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0822 | steps=20 | loss=-0.0833
  Ep 4470/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1468 | steps= 6 | loss=-0.0944
